 0.001667 2.000000 0.000000 2.000000 
 0.005000 2.000000 0.000000 2.000000 
 0.008333 2.000000 0.000000 2.000000 
 0.011667 2.000000 0.000000 2.000000 
 0.015000 2.000000 0.000000 2.000000 
 0.018333 2.000000 0.000000 2.000000 
 0.021667 2.000000 0.000000 2.000000 
 0.025000 2.000000 0.000000 2.000000 
 0.028333 2.000000 0.000000 2.000000 
 0.031667 2.000000 0.000000 2.000000 
 0.035000 2.000000 0.000000 2.000000 
 0.038333 2.000000 0.000000 2.000000 
 0.041667 2.000000 0.000000 2.000000 
 0.045000 2.000000 0.000000 2.000000 
 0.048333 2.000000 0.000000 2.000000 
 0.051667 2.000000 0.000000 2.000000 
 0.055000 2.000000 0.000000 2.000000 
 0.058333 2.000000 0.000000 2.000000 
 0.061667 2.000000 0.000000 2.000000 
 0.065000 2.000000 0.000000 2.000000 
 0.068333 2.000000 0.000000 2.000000 
 0.071667 2.000000 0.000000 2.000000 
 0.075000 2.000000 0.000000 2.000000 
 0.078333 2.000000 0.000000 2.000000 
 0.081667 2.000000 0.000000 2.000000 
 0.085000 2.000000 0.000000 2.000000 
 0.088333 2.000000 0.000000 2.000000 
 0.091667 2.000000 0.000000 2.000000 
 0.095000 2.000000 0.000000 2.000000 
 0.098333 2.000000 0.000000 2.000000 
 0.101667 2.000000 0.000000 2.000000 
 0.105000 2.000000 0.000000 2.000000 
 0.108333 2.000000 0.000000 2.000000 
 0.111667 2.000000 0.000000 2.000000 
 0.115000 2.000000 0.000000 2.000000 
 0.118333 2.000000 0.000000 2.000000 
 0.121667 2.000000 0.000000 2.000000 
 0.125000 2.000000 0.000000 2.000000 
 0.128333 2.000000 0.000000 2.000000 
 0.131667 2.000000 0.000000 2.000000 
 0.135000 2.000000 0.000000 2.000000 
 0.138333 2.000000 0.000000 2.000000 
 0.141667 2.000000 0.000000 2.000000 
 0.145000 2.000000 0.000000 2.000000 
 0.148333 2.000000 0.000000 2.000000 
 0.151667 2.000000 0.000000 2.000000 
 0.155000 2.000000 0.000000 2.000000 
 0.158333 2.000000 0.000000 2.000000 
 0.161667 2.000000 0.000000 2.000000 
 0.165000 2.000000 0.000000 2.000000 
 0.168333 2.000000 0.000000 2.000000 
 0.171667 2.000000 0.000000 2.000000 
 0.175000 2.000000 0.000000 2.000000 
 0.178333 2.000000 0.000000 2.000000 
 0.181667 2.000000 0.000000 2.000000 
 0.185000 2.000000 0.000000 2.000000 
 0.188333 2.000000 0.000000 2.000000 
 0.191667 2.000000 0.000000 2.000000 
 0.195000 2.000000 0.000000 2.000000 
 0.198333 2.000000 0.000000 2.000000 
 0.201667 2.000000 0.000000 2.000000 
 0.205000 2.000000 0.000000 2.000000 
 0.208333 2.000000 0.000000 2.000000 
