Timer: 0.462577
 0.001667 1.271375 0.292906 1.401730 1.242394 0.001568 0.000000 0.000000
 0.005000 1.271376 0.292905 1.401731 1.242394 0.001568 0.000000 0.000000
 0.008333 1.271376 0.292905 1.401732 1.242394 0.001568 0.000000 0.000000
 0.011667 1.271377 0.292904 1.401733 1.242394 0.001568 0.000000 0.000000
 0.015000 1.271377 0.292904 1.401734 1.242394 0.001568 0.000000 0.000000
 0.018333 1.271378 0.292903 1.401734 1.242395 0.001568 0.000000 0.000000
 0.021667 1.271378 0.292903 1.401735 1.242395 0.001568 0.000000 0.000000
 0.025000 1.271379 0.292902 1.401736 1.242395 0.001568 0.000000 0.000000
 0.028333 1.271379 0.292902 1.401736 1.242395 0.001568 0.000000 0.000000
 0.031667 1.271380 0.292901 1.401737 1.242395 0.001568 0.000000 0.000000
 0.035000 1.271380 0.292901 1.401738 1.242395 0.001568 0.000000 0.000000
 0.038333 1.271381 0.292901 1.401738 1.242395 0.001568 0.000000 0.000000
 0.041667 1.271381 0.292900 1.401739 1.242395 0.001568 0.000000 0.000000
 0.045000 1.271381 0.292900 1.401740 1.242395 0.001568 0.000000 0.000000
 0.048333 1.271382 0.292899 1.401740 1.242395 0.001568 0.000000 0.000000
 0.051667 1.271382 0.292899 1.401741 1.242395 0.001568 0.000000 0.000000
 0.055000 1.271383 0.292899 1.401742 1.242395 0.001568 0.000000 0.000000
 0.058333 1.271383 0.292898 1.401742 1.242396 0.001568 0.000000 0.000000
 0.061667 1.271383 0.292898 1.401743 1.242396 0.001568 0.000000 0.000000
 0.065000 1.271384 0.292897 1.401743 1.242396 0.001568 0.000000 0.000000
 0.068333 1.271384 0.292897 1.401744 1.242396 0.001568 0.000000 0.000000
 0.071667 1.271385 0.292897 1.401745 1.242396 0.001568 0.000000 0.000000
 0.075000 1.271385 0.292896 1.401745 1.242396 0.001568 0.000000 0.000000
 0.078333 1.271385 0.292896 1.401746 1.242396 0.001568 0.000000 0.000000
 0.081667 1.271386 0.292896 1.401746 1.242396 0.001568 0.000000 0.000000
