Timer: 0.229986
 0.000556 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind) 0.000000
 0.001667 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind) 0.000000
 0.002778 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind) 0.000000
 0.003889 -nan(ind) -nan(ind) -nan(ind) -nan(ind) -nan(ind) 0.000000
 0.400556 0.394541 -0.000053 0.273640 0.985389 1.006122 0.000000
 0.401667 0.394523 -0.000052 0.273639 0.985410 1.006183 0.000000
 0.402778 0.394506 -0.000052 0.273639 0.985431 1.006244 0.000000
 0.403889 0.394488 -0.000051 0.273639 0.985453 1.006307 0.000000
 0.405000 0.394470 -0.000050 0.273639 0.985476 1.006371 0.000000
 0.406111 0.394451 -0.000049 0.273638 0.985498 1.006437 0.000000
 0.407222 0.394432 -0.000048 0.273638 0.985522 1.006504 0.000000
 0.408333 0.394413 -0.000047 0.273638 0.985546 1.006572 0.000000
 0.409444 0.394393 -0.000047 0.273638 0.985570 1.006642 0.000000
 0.410556 0.394373 -0.000046 0.273638 0.985595 1.006714 0.000000
 0.411667 0.394352 -0.000045 0.273637 0.985620 1.006787 0.000000
 0.412778 0.394331 -0.000044 0.273637 0.985647 1.006862 0.000000
 0.413889 0.394309 -0.000043 0.273637 0.985673 1.006939 0.000000
 0.415000 0.394287 -0.000043 0.273637 0.985701 1.007017 0.000000
 0.416111 0.394265 -0.000042 0.273637 0.985729 1.007098 0.000000
 0.417222 0.394241 -0.000041 0.273636 0.985757 1.007180 0.000000
 0.418333 0.394218 -0.000041 0.273636 0.985787 1.007264 0.000000
 0.419444 0.394193 -0.000040 0.273636 0.985817 1.007351 0.000000
 0.420556 0.394168 -0.000039 0.273636 0.985848 1.007439 0.000000
 0.421667 0.394143 -0.000038 0.273636 0.985879 1.007530 0.000000
 0.422778 0.394117 -0.000038 0.273636 0.985912 1.007623 0.000000
 0.423889 0.394090 -0.000037 0.273636 0.985945 1.007719 0.000000
 0.425000 0.394062 -0.000036 0.273635 0.985979 1.007817 0.000000
 0.426111 0.394034 -0.000036 0.273635 0.986015 1.007918 0.000000
 0.427222 0.394005 -0.000035 0.273635 0.986051 1.008022 0.000000
 0.428333 0.393975 -0.000034 0.273635 0.986088 1.008128 0.000000
 0.429444 0.393944 -0.000034 0.273635 0.986126 1.008238 0.000000
 0.430556 0.393912 -0.000033 0.273635 0.986165 1.008351 0.000000
 0.431667 0.393880 -0.000033 0.273635 0.986206 1.008467 0.000000
 0.432778 0.393846 -0.000032 0.273634 0.986247 1.008586 0.000000
 0.433889 0.393812 -0.000031 0.273634 0.986290 1.008709 0.000000
 0.435000 0.393776 -0.000031 0.273634 0.986335 1.008836 0.000000
 0.436111 0.393740 -0.000030 0.273634 0.986380 1.008967 0.000000
 0.437222 0.393702 -0.000029 0.273634 0.986427 1.009102 0.000000
 0.438333 0.393663 -0.000029 0.273634 0.986476 1.009241 0.000000
 0.439444 0.393623 -0.000028 0.273634 0.986526 1.009385 0.000000
 0.440556 0.393581 -0.000028 0.273634 0.986578 1.009534 0.000000
 0.441667 0.393538 -0.000027 0.273633 0.986632 1.009688 0.000000
 0.442778 0.393494 -0.000026 0.273633 0.986687 1.009847 0.000000
 0.443889 0.393448 -0.000026 0.273633 0.986744 1.010012 0.000000
 0.445000 0.393400 -0.000025 0.273633 0.986804 1.010182 0.000000
 0.446111 0.393351 -0.000025 0.273633 0.986866 1.010359 0.000000
 0.447222 0.393300 -0.000024 0.273633 0.986930 1.010543 0.000000
 0.448333 0.393247 -0.000024 0.273633 0.986996 1.010734 0.000000
 0.449444 0.393192 -0.000023 0.273633 0.987065 1.010932 0.000000
 0.450556 0.393134 -0.000022 0.273633 0.987137 1.011138 0.000000
 0.451667 0.393075 -0.000022 0.273633 0.987212 1.011353 0.000000
 0.452778 0.393013 -0.000021 0.273632 0.987290 1.011576 0.000000
 0.453889 0.392948 -0.000021 0.273632 0.987371 1.011810 0.000000
 0.455000 0.392880 -0.000020 0.273632 0.987456 1.012053 0.000000
 0.456111 0.392810 -0.000020 0.273632 0.987544 1.012308 0.000000
 0.457222 0.392736 -0.000019 0.273632 0.987637 1.012574 0.000000
 0.458333 0.392658 -0.000019 0.273632 0.987734 1.012853 0.000000
 0.459444 0.392577 -0.000018 0.273632 0.987836 1.013145 0.000000
 0.460556 0.392492 -0.000018 0.273632 0.987943 1.013452 0.000000
 0.461667 0.392403 -0.000017 0.273632 0.988055 1.013775 0.000000
 0.462778 0.392309 -0.000017 0.273632 0.988174 1.014116 0.000000
 0.463889 0.392209 -0.000016 0.273632 0.988299 1.014475 0.000000
 0.465000 0.392105 -0.000016 0.273632 0.988431 1.014854 0.000000
 0.466111 0.391994 -0.000015 0.273632 0.988570 1.015255 0.000000
 0.467222 0.391876 -0.000015 0.273632 0.988718 1.015681 0.000000
 0.468333 0.391752 -0.000014 0.273632 0.988875 1.016134 0.000000
 0.469444 0.391619 -0.000013 0.273632 0.989043 1.016615 0.000000
 0.470556 0.391478 -0.000013 0.273631 0.989222 1.017130 0.000000
 0.471667 0.391326 -0.000012 0.273631 0.989413 1.017681 0.000000
 0.472778 0.391164 -0.000012 0.273631 0.989618 1.018272 0.000000
 0.473889 0.390989 -0.000011 0.273631 0.989839 1.018908 0.000000
 0.475000 0.390801 -0.000011 0.273631 0.990077 1.019596 0.000000
 0.476111 0.390597 -0.000010 0.273631 0.990336 1.020341 0.000000
 0.477222 0.390375 -0.000010 0.273631 0.990617 1.021152 0.000000
 0.478333 0.390133 -0.000009 0.273631 0.990924 1.022039 0.000000
 0.479444 0.389868 -0.000009 0.273631 0.991261 1.023013 0.000000
 0.480556 0.389575 -0.000008 0.273631 0.991633 1.024089 0.000000
 0.481667 0.389251 -0.000008 0.273631 0.992046 1.025283 0.000000
 0.482778 0.388889 -0.000008 0.273631 0.992508 1.026619 0.000000
 0.483889 0.388483 -0.000007 0.273631 0.993027 1.028123 0.000000
 0.485000 0.388023 -0.000007 0.273631 0.993615 1.029830 0.000000
 0.486111 0.387497 -0.000006 0.273631 0.994289 1.031786 0.000000
 0.487222 0.386891 -0.000006 0.273631 0.995067 1.034049 0.000000
 0.488333 0.386184 -0.000005 0.273631 0.995977 1.036700 0.000000
 0.489444 0.385350 -0.000005 0.273631 0.997055 1.039845 0.000000
 0.490556 0.384350 -0.000004 0.273631 0.998351 1.043633 0.000000
 0.491667 0.383133 -0.000004 0.273631 0.999935 1.048277 0.000000
 0.492778 0.381621 -0.000003 0.273631 1.001913 1.054094 0.000000
 0.493889 0.379702 -0.000003 0.273631 1.004443 1.061562 0.000000
 0.495000 0.377195 -0.000002 0.273631 1.007775 1.071453 0.000000
 0.496111 0.373801 -0.000002 0.273631 1.012340 1.085098 0.000000
 0.497222 0.368976 -0.000001 0.273631 1.018937 1.105013 0.000000
 0.498333 0.361585 -0.000001 0.273631 1.029299 1.136767 0.000000
 0.499444 0.348462 -0.000000 0.273631 1.048501 1.197147 0.000000
 0.500556 0.348462 0.000000 0.273631 1.048501 1.197147 0.000000
 0.501667 0.361585 0.000001 0.273631 1.029299 1.136767 0.000000
 0.502778 0.368976 0.000001 0.273631 1.018937 1.105013 0.000000
 0.503889 0.373801 0.000002 0.273631 1.012340 1.085098 0.000000
 0.505000 0.377195 0.000002 0.273631 1.007775 1.071453 0.000000
 0.506111 0.379702 0.000003 0.273631 1.004443 1.061562 0.000000
 0.507222 0.381621 0.000003 0.273631 1.001913 1.054094 0.000000
 0.508333 0.383133 0.000004 0.273631 0.999935 1.048277 0.000000
 0.509444 0.384350 0.000004 0.273631 0.998351 1.043633 0.000000
 0.510556 0.385350 0.000005 0.273631 0.997055 1.039845 0.000000
 0.511667 0.386184 0.000005 0.273631 0.995977 1.036700 0.000000
 0.512778 0.386891 0.000006 0.273631 0.995067 1.034049 0.000000
 0.513889 0.387497 0.000006 0.273631 0.994289 1.031786 0.000000
 0.515000 0.388023 0.000007 0.273631 0.993615 1.029830 0.000000
 0.516111 0.388483 0.000007 0.273631 0.993027 1.028123 0.000000
 0.517222 0.388889 0.000008 0.273631 0.992508 1.026619 0.000000
 0.518333 0.389251 0.000008 0.273631 0.992046 1.025283 0.000000
 0.519444 0.389575 0.000008 0.273631 0.991633 1.024089 0.000000
 0.520556 0.389868 0.000009 0.273631 0.991261 1.023013 0.000000
 0.521667 0.390133 0.000009 0.273631 0.990924 1.022039 0.000000
 0.522778 0.390375 0.000010 0.273631 0.990617 1.021152 0.000000
 0.523889 0.390597 0.000010 0.273631 0.990336 1.020341 0.000000
 0.525000 0.390801 0.000011 0.273631 0.990077 1.019596 0.000000
 0.526111 0.390989 0.000011 0.273631 0.989839 1.018908 0.000000
 0.527222 0.391164 0.000012 0.273631 0.989618 1.018272 0.000000
 0.528333 0.391326 0.000012 0.273631 0.989413 1.017681 0.000000
 0.529444 0.391478 0.000013 0.273631 0.989222 1.017130 0.000000
 0.530556 0.391619 0.000013 0.273632 0.989043 1.016615 0.000000
 0.531667 0.391752 0.000014 0.273632 0.988875 1.016134 0.000000
 0.532778 0.391876 0.000015 0.273632 0.988718 1.015681 0.000000
 0.533889 0.391994 0.000015 0.273632 0.988570 1.015255 0.000000
 0.535000 0.392105 0.000016 0.273632 0.988431 1.014854 0.000000
 0.536111 0.392209 0.000016 0.273632 0.988299 1.014475 0.000000
 0.537222 0.392309 0.000017 0.273632 0.988174 1.014116 0.000000
 0.538333 0.392403 0.000017 0.273632 0.988055 1.013775 0.000000
 0.539444 0.392492 0.000018 0.273632 0.987943 1.013452 0.000000
 0.540556 0.392577 0.000018 0.273632 0.987836 1.013145 0.000000
 0.541667 0.392658 0.000019 0.273632 0.987734 1.012853 0.000000
 0.542778 0.392736 0.000019 0.273632 0.987637 1.012574 0.000000
 0.543889 0.392810 0.000020 0.273632 0.987544 1.012308 0.000000
 0.545000 0.392880 0.000020 0.273632 0.987456 1.012053 0.000000
 0.546111 0.392948 0.000021 0.273632 0.987371 1.011810 0.000000
 0.547222 0.393013 0.000021 0.273632 0.987290 1.011576 0.000000
 0.548333 0.393075 0.000022 0.273633 0.987212 1.011353 0.000000
 0.549444 0.393134 0.000022 0.273633 0.987137 1.011138 0.000000
 0.550556 0.393192 0.000023 0.273633 0.987065 1.010932 0.000000
 0.551667 0.393247 0.000024 0.273633 0.986996 1.010734 0.000000
 0.552778 0.393300 0.000024 0.273633 0.986930 1.010543 0.000000
 0.553889 0.393351 0.000025 0.273633 0.986866 1.010359 0.000000
 0.555000 0.393400 0.000025 0.273633 0.986804 1.010182 0.000000
 0.556111 0.393448 0.000026 0.273633 0.986744 1.010012 0.000000
 0.557222 0.393494 0.000026 0.273633 0.986687 1.009847 0.000000
 0.558333 0.393538 0.000027 0.273633 0.986632 1.009688 0.000000
 0.559444 0.393581 0.000028 0.273634 0.986578 1.009534 0.000000
 0.560556 0.393623 0.000028 0.273634 0.986526 1.009385 0.000000
 0.561667 0.393663 0.000029 0.273634 0.986476 1.009241 0.000000
 0.562778 0.393702 0.000029 0.273634 0.986427 1.009102 0.000000
 0.563889 0.393740 0.000030 0.273634 0.986380 1.008967 0.000000
 0.565000 0.393776 0.000031 0.273634 0.986335 1.008836 0.000000
 0.566111 0.393812 0.000031 0.273634 0.986290 1.008709 0.000000
 0.567222 0.393846 0.000032 0.273634 0.986247 1.008586 0.000000
 0.568333 0.393880 0.000033 0.273635 0.986206 1.008467 0.000000
 0.569444 0.393912 0.000033 0.273635 0.986165 1.008351 0.000000
 0.570556 0.393944 0.000034 0.273635 0.986126 1.008238 0.000000
 0.571667 0.393975 0.000034 0.273635 0.986088 1.008128 0.000000
 0.572778 0.394005 0.000035 0.273635 0.986051 1.008022 0.000000
 0.573889 0.394034 0.000036 0.273635 0.986015 1.007918 0.000000
 0.575000 0.394062 0.000036 0.273635 0.985979 1.007817 0.000000
 0.576111 0.394090 0.000037 0.273636 0.985945 1.007719 0.000000
 0.577222 0.394117 0.000038 0.273636 0.985912 1.007623 0.000000
 0.578333 0.394143 0.000038 0.273636 0.985879 1.007530 0.000000
 0.579444 0.394168 0.000039 0.273636 0.985848 1.007439 0.000000
 0.580556 0.394193 0.000040 0.273636 0.985817 1.007351 0.000000
 0.581667 0.394218 0.000041 0.273636 0.985787 1.007264 0.000000
 0.582778 0.394241 0.000041 0.273636 0.985757 1.007180 0.000000
 0.583889 0.394265 0.000042 0.273637 0.985729 1.007098 0.000000
 0.585000 0.394287 0.000043 0.273637 0.985701 1.007017 0.000000
 0.586111 0.394309 0.000043 0.273637 0.985673 1.006939 0.000000
 0.587222 0.394331 0.000044 0.273637 0.985647 1.006862 0.000000
 0.588333 0.394352 0.000045 0.273637 0.985620 1.006787 0.000000
 0.589444 0.394373 0.000046 0.273638 0.985595 1.006714 0.000000
 0.590556 0.394393 0.000047 0.273638 0.985570 1.006642 0.000000
 0.591667 0.394413 0.000047 0.273638 0.985546 1.006572 0.000000
 0.592778 0.394432 0.000048 0.273638 0.985522 1.006504 0.000000
 0.593889 0.394451 0.000049 0.273638 0.985498 1.006437 0.000000
 0.595000 0.394470 0.000050 0.273639 0.985476 1.006371 0.000000
 0.596111 0.394488 0.000051 0.273639 0.985453 1.006307 0.000000
 0.597222 0.394506 0.000052 0.273639 0.985431 1.006244 0.000000
 0.598333 0.394523 0.000052 0.273639 0.985410 1.006183 0.000000
 0.599444 0.394541 0.000053 0.273640 0.985389 1.006122 0.000000
 0.600556 0.394557 0.000054 0.273640 0.985368 1.006063 0.000000
 0.601667 0.394574 0.000055 0.273640 0.985348 1.006005 0.000000
 0.602778 0.394590 0.000056 0.273640 0.985329 1.005948 0.000000
 0.603889 0.394606 0.000057 0.273641 0.985309 1.005893 0.000000
 0.605000 0.394622 0.000058 0.273641 0.985290 1.005838 0.000000
 0.606111 0.394637 0.000059 0.273641 0.985272 1.005784 0.000000
 0.607222 0.394652 0.000060 0.273642 0.985253 1.005732 0.000000
 0.608333 0.394667 0.000061 0.273642 0.985236 1.005680 0.000000
 0.609444 0.394681 0.000062 0.273642 0.985218 1.005630 0.000000
 0.610556 0.394695 0.000063 0.273642 0.985201 1.005580 0.000000
 0.611667 0.394709 0.000064 0.273643 0.985184 1.005531 0.000000
 0.612778 0.394723 0.000065 0.273643 0.985167 1.005483 0.000000
 0.613889 0.394737 0.000066 0.273643 0.985151 1.005436 0.000000
 0.615000 0.394750 0.000067 0.273644 0.985135 1.005390 0.000000
 0.616111 0.394763 0.000068 0.273644 0.985119 1.005345 0.000000
 0.617222 0.394776 0.000069 0.273645 0.985104 1.005300 0.000000
 0.618333 0.394789 0.000071 0.273645 0.985089 1.005256 0.000000
 0.619444 0.394801 0.000072 0.273645 0.985074 1.005213 0.000000
 0.620556 0.394813 0.000073 0.273646 0.985059 1.005171 0.000000
 0.621667 0.394826 0.000074 0.273646 0.985045 1.005129 0.000000
 0.622778 0.394838 0.000076 0.273646 0.985031 1.005088 0.000000
 0.623889 0.394849 0.000077 0.273647 0.985017 1.005048 0.000000
 0.625000 0.394861 0.000078 0.273647 0.985003 1.005008 0.000000
 0.626111 0.394872 0.000080 0.273648 0.984990 1.004969 0.000000
 0.627222 0.394884 0.000081 0.273648 0.984976 1.004931 0.000000
 0.628333 0.394895 0.000082 0.273649 0.984963 1.004893 0.000000
 0.629444 0.394906 0.000084 0.273649 0.984951 1.004856 0.000000
 0.630556 0.394916 0.000085 0.273650 0.984938 1.004819 0.000000
 0.631667 0.394927 0.000087 0.273650 0.984926 1.004783 0.000000
 0.632778 0.394937 0.000088 0.273651 0.984914 1.004747 0.000000
 0.633889 0.394948 0.000090 0.273651 0.984902 1.004713 0.000000
 0.635000 0.394958 0.000092 0.273652 0.984890 1.004678 0.000000
 0.636111 0.394968 0.000093 0.273652 0.984878 1.004644 0.000000
 0.637222 0.394978 0.000095 0.273653 0.984867 1.004611 0.000000
 0.638333 0.394988 0.000097 0.273654 0.984856 1.004578 0.000000
 0.639444 0.394998 0.000099 0.273654 0.984845 1.004546 0.000000
 0.640556 0.395008 0.000101 0.273655 0.984834 1.004514 0.000000
 0.641667 0.395017 0.000103 0.273656 0.984823 1.004482 0.000000
 0.642778 0.395027 0.000105 0.273656 0.984813 1.004451 0.000000
 0.643889 0.395036 0.000107 0.273657 0.984802 1.004420 0.000000
 0.645000 0.395045 0.000109 0.273658 0.984792 1.004390 0.000000
 0.646111 0.395054 0.000111 0.273659 0.984782 1.004361 0.000000
 0.647222 0.395063 0.000113 0.273659 0.984772 1.004331 0.000000
 0.648333 0.395072 0.000116 0.273660 0.984763 1.004302 0.000000
 0.649444 0.395081 0.000118 0.273661 0.984753 1.004274 0.000000
 0.650556 0.395090 0.000121 0.273662 0.984744 1.004246 0.000000
 0.651667 0.395099 0.000123 0.273663 0.984735 1.004218 0.000000
 0.652778 0.395108 0.000126 0.273664 0.984725 1.004191 0.000000
 0.653889 0.395116 0.000129 0.273665 0.984717 1.004164 0.000000
 0.655000 0.395125 0.000132 0.273666 0.984708 1.004137 0.000000
 0.656111 0.395134 0.000135 0.273667 0.984699 1.004111 0.000000
 0.657222 0.395142 0.000138 0.273669 0.984691 1.004085 0.000000
 0.658333 0.395151 0.000142 0.273670 0.984682 1.004059 0.000000
 0.659444 0.395159 0.000145 0.273671 0.984674 1.004034 0.000000
 0.660556 0.395168 0.000149 0.273673 0.984666 1.004009 0.000000
 0.661667 0.395176 0.000153 0.273674 0.984658 1.003984 0.000000
 0.662778 0.395184 0.000157 0.273676 0.984651 1.003960 0.000000
 0.663889 0.395193 0.000162 0.273677 0.984643 1.003936 0.000000
 0.665000 0.395201 0.000167 0.273679 0.984636 1.003912 0.000000
 0.666111 0.395210 0.000172 0.273681 0.984628 1.003888 0.000000
 0.667222 0.395219 0.000177 0.273683 0.984621 1.003865 0.000000
 0.668333 0.395228 0.000183 0.273685 0.984614 1.003842 0.000000
 0.669444 0.395237 0.000190 0.273688 0.984608 1.003820 0.000000
 0.670556 0.395246 0.000197 0.273691 0.984601 1.003797 0.000000
 0.671667 0.395255 0.000206 0.273694 0.984595 1.003775 0.000000
 0.672778 0.395265 0.000215 0.273698 0.984590 1.003754 0.000000
 0.673889 0.395276 0.000226 0.273702 0.984584 1.003732 0.000000
 0.675000 0.395287 0.000239 0.273707 0.984579 1.003711 0.000000
 0.676111 0.395299 0.000254 0.273713 0.984575 1.003690 0.000000
 0.677222 0.395312 0.000272 0.273720 0.984571 1.003669 0.000000
 0.678333 0.395326 0.000294 0.273728 0.984568 1.003648 0.000000
 0.679444 0.395342 0.000320 0.273738 0.984566 1.003628 0.000000
 0.680556 0.395360 0.000352 0.273750 0.984566 1.003608 0.000000
 0.681667 0.395381 0.000390 0.273765 0.984566 1.003588 0.000000
 0.682778 0.395406 0.000437 0.273783 0.984569 1.003568 0.000000
 0.683889 0.395434 0.000494 0.273805 0.984573 1.003549 0.000000
 0.685000 0.395467 0.000563 0.273832 0.984581 1.003530 0.000000
 0.686111 0.395506 0.000647 0.273865 0.984591 1.003511 0.000000
 0.687222 0.395552 0.000749 0.273905 0.984604 1.003492 0.000000
 0.688333 0.395606 0.000871 0.273952 0.984622 1.003473 0.000000
 0.689444 0.395670 0.001017 0.274009 0.984645 1.003455 0.000000
 0.690556 0.395745 0.001191 0.274077 0.984673 1.003437 0.000000
 0.691667 0.395833 0.001398 0.274157 0.984708 1.003419 0.000000
 0.692778 0.395936 0.001641 0.274252 0.984751 1.003401 0.000000
 0.693889 0.396055 0.001925 0.274363 0.984801 1.003383 0.000000
 0.695000 0.396193 0.002256 0.274492 0.984861 1.003366 0.000000
 0.696111 0.396352 0.002639 0.274641 0.984932 1.003349 0.000000
 0.697222 0.396534 0.003079 0.274813 0.985014 1.003331 0.000000
 0.698333 0.396741 0.003581 0.275009 0.985108 1.003314 0.000000
 0.699444 0.396975 0.004151 0.275232 0.985216 1.003297 0.000000
 0.700556 0.397239 0.004794 0.275483 0.985339 1.003281 0.000000
 0.701667 0.397534 0.005515 0.275765 0.985477 1.003264 0.000000
 0.702778 0.397863 0.006318 0.276080 0.985632 1.003247 0.000000
 0.703889 0.398227 0.007207 0.276429 0.985804 1.003231 0.000000
 0.705000 0.398628 0.008187 0.276814 0.985994 1.003215 0.000000
 0.706111 0.399067 0.009261 0.277236 0.986203 1.003198 0.000000
 0.707222 0.399545 0.010430 0.277697 0.986432 1.003182 0.000000
 0.708333 0.400063 0.011698 0.278197 0.986679 1.003166 0.000000
 0.709444 0.400623 0.013066 0.278738 0.986947 1.003149 0.000000
 0.710556 0.401224 0.014535 0.279319 0.987235 1.003133 0.000000
 0.711667 0.401867 0.016104 0.279941 0.987544 1.003117 0.000000
 0.712778 0.402552 0.017775 0.280605 0.987872 1.003101 0.000000
 0.713889 0.403279 0.019545 0.281310 0.988220 1.003084 0.000000
 0.715000 0.404047 0.021415 0.282056 0.988589 1.003068 0.000000
 0.716111 0.404856 0.023381 0.282842 0.988976 1.003051 0.000000
 0.717222 0.405706 0.025443 0.283669 0.989383 1.003035 0.000000
 0.718333 0.406595 0.027597 0.284535 0.989808 1.003018 0.000000
 0.719444 0.407523 0.029841 0.285440 0.990251 1.003002 0.000000
 0.720556 0.408488 0.032173 0.286382 0.990711 1.002985 0.000000
 0.721667 0.409490 0.034588 0.287361 0.991189 1.002968 0.000000
 0.722778 0.410528 0.037085 0.288376 0.991682 1.002951 0.000000
 0.723889 0.411600 0.039659 0.289426 0.992191 1.002934 0.000000
 0.725000 0.412705 0.042307 0.290510 0.992715 1.002917 0.000000
 0.726111 0.413842 0.045026 0.291626 0.993253 1.002900 0.000000
 0.727222 0.415010 0.047813 0.292774 0.993804 1.002883 0.000000
 0.728333 0.416207 0.050665 0.293952 0.994369 1.002866 0.000000
 0.729444 0.417433 0.053577 0.295160 0.994945 1.002848 0.000000
 0.730556 0.418687 0.056547 0.296396 0.995533 1.002831 0.000000
 0.731667 0.419966 0.059573 0.297660 0.996132 1.002814 0.000000
 0.732778 0.421271 0.062650 0.298950 0.996742 1.002796 0.000000
 0.733889 0.422600 0.065777 0.300266 0.997361 1.002778 0.000000
 0.735000 0.423951 0.068950 0.301606 0.997989 1.002761 0.000000
 0.736111 0.425325 0.072167 0.302970 0.998627 1.002743 0.000000
 0.737222 0.426721 0.075425 0.304357 0.999272 1.002725 0.000000
 0.738333 0.428136 0.078722 0.305766 0.999925 1.002708 0.000000
 0.739444 0.429572 0.082056 0.307197 1.000586 1.002690 0.000000
 0.740556 0.431026 0.085424 0.308648 1.001254 1.002672 0.000000
 0.741667 0.432498 0.088825 0.310119 1.001928 1.002654 0.000000
 0.742778 0.433987 0.092257 0.311610 1.002608 1.002637 0.000000
 0.743889 0.435493 0.095718 0.313119 1.003294 1.002619 0.000000
 0.745000 0.437016 0.099206 0.314647 1.003986 1.002601 0.000000
 0.746111 0.438553 0.102720 0.316193 1.004682 1.002583 0.000000
 0.747222 0.440106 0.106258 0.317755 1.005384 1.002566 0.000000
 0.748333 0.441673 0.109818 0.319335 1.006090 1.002548 0.000000
 0.749444 0.443254 0.113400 0.320930 1.006800 1.002530 0.000000
 0.750556 0.444848 0.117003 0.322542 1.007514 1.002512 0.000000
 0.751667 0.446456 0.120624 0.324169 1.008232 1.002494 0.000000
 0.752778 0.448076 0.124263 0.325811 1.008954 1.002477 0.000000
 0.753889 0.449708 0.127919 0.327468 1.009679 1.002459 0.000000
 0.755000 0.451352 0.131591 0.329140 1.010408 1.002441 0.000000
 0.756111 0.453008 0.135278 0.330826 1.011139 1.002424 0.000000
 0.757222 0.454675 0.138980 0.332525 1.011873 1.002406 0.000000
 0.758333 0.456353 0.142694 0.334239 1.012610 1.002389 0.000000
 0.759444 0.458041 0.146422 0.335966 1.013349 1.002371 0.000000
 0.760556 0.459740 0.150161 0.337706 1.014091 1.002354 0.000000
 0.761667 0.461449 0.153911 0.339459 1.014835 1.002336 0.000000
 0.762778 0.463168 0.157672 0.341225 1.015581 1.002319 0.000000
 0.763889 0.464897 0.161443 0.343003 1.016330 1.002302 0.000000
 0.765000 0.466635 0.165224 0.344794 1.017080 1.002284 0.000000
 0.766111 0.468383 0.169013 0.346597 1.017832 1.002267 0.000000
 0.767222 0.470140 0.172812 0.348413 1.018585 1.002250 0.000000
 0.768333 0.471906 0.176618 0.350240 1.019341 1.002233 0.000000
 0.769444 0.473680 0.180431 0.352079 1.020097 1.002216 0.000000
 0.770556 0.475464 0.184252 0.353931 1.020856 1.002199 0.000000
 0.771667 0.477256 0.188080 0.355793 1.021615 1.002182 0.000000
 0.772778 0.479056 0.191914 0.357668 1.022376 1.002165 0.000000
 0.773889 0.480864 0.195754 0.359554 1.023139 1.002148 0.000000
 0.775000 0.482681 0.199600 0.361451 1.023902 1.002131 0.000000
 0.776111 0.484506 0.203452 0.363359 1.024666 1.002114 0.000000
 0.777222 0.486339 0.207308 0.365279 1.025432 1.002098 0.000000
 0.778333 0.488180 0.211170 0.367210 1.026198 1.002081 0.000000
 0.779444 0.490028 0.215036 0.369152 1.026966 1.002064 0.000000
 0.780556 0.491884 0.218907 0.371105 1.027734 1.002048 0.000000
 0.781667 0.493748 0.222781 0.373069 1.028504 1.002031 0.000000
 0.782778 0.495620 0.226660 0.375044 1.029274 1.002015 0.000000
 0.783889 0.497499 0.230543 0.377030 1.030044 1.001999 0.000000
 0.785000 0.499385 0.234429 0.379027 1.030816 1.001982 0.000000
 0.786111 0.501278 0.238318 0.381034 1.031588 1.001966 0.000000
 0.787222 0.503179 0.242211 0.383052 1.032361 1.001950 0.000000
 0.788333 0.505088 0.246106 0.385081 1.033135 1.001934 0.000000
 0.789444 0.507003 0.250005 0.387121 1.033909 1.001918 0.000000
 0.790556 0.508926 0.253906 0.389172 1.034683 1.001902 0.000000
 0.791667 0.510855 0.257810 0.391233 1.035459 1.001886 0.000000
 0.792778 0.512792 0.261716 0.393305 1.036234 1.001870 0.000000
 0.793889 0.514735 0.265625 0.395387 1.037011 1.001855 0.000000
 0.795000 0.516686 0.269535 0.397480 1.037787 1.001839 0.000000
 0.796111 0.518644 0.273448 0.399584 1.038564 1.001823 0.000000
 0.797222 0.520608 0.277363 0.401698 1.039342 1.001808 0.000000
 0.798333 0.522579 0.281279 0.403823 1.040120 1.001792 0.000000
 0.799444 0.524558 0.285198 0.405958 1.040898 1.001777 0.000000
 0.800556 0.526543 0.289117 0.408104 1.041677 1.001762 0.000000
 0.801667 0.528534 0.293039 0.410261 1.042456 1.001746 0.000000
 0.802778 0.530533 0.296962 0.412428 1.043235 1.001731 0.000000
 0.803889 0.532538 0.300886 0.414606 1.044014 1.001716 0.000000
 0.805000 0.534550 0.304811 0.416794 1.044794 1.001701 0.000000
 0.806111 0.536569 0.308738 0.418993 1.045574 1.001686 0.000000
 0.807222 0.538594 0.312666 0.421203 1.046354 1.001671 0.000000
 0.808333 0.540626 0.316594 0.423423 1.047135 1.001656 0.000000
 0.809444 0.542664 0.320524 0.425653 1.047916 1.001641 0.000000
 0.810556 0.544709 0.324455 0.427894 1.048697 1.001627 0.000000
 0.811667 0.546761 0.328386 0.430146 1.049478 1.001612 0.000000
 0.812778 0.548819 0.332318 0.432409 1.050259 1.001597 0.000000
 0.813889 0.550884 0.336251 0.434682 1.051041 1.001583 0.000000
 0.815000 0.552955 0.340185 0.436965 1.051822 1.001568 0.000000
 0.816111 0.555033 0.344119 0.439259 1.052604 1.001554 0.000000
 0.817222 0.557118 0.348053 0.441564 1.053386 1.001540 0.000000
 0.818333 0.559209 0.351989 0.443880 1.054168 1.001525 0.000000
 0.819444 0.561306 0.355924 0.446206 1.054950 1.001511 0.000000
 0.820556 0.563410 0.359860 0.448543 1.055732 1.001497 0.000000
 0.821667 0.565520 0.363796 0.450890 1.056514 1.001483 0.000000
