Timer: 0.013000
 0.005000 1.271414 0.292868 1.401790 1.242402 0.001568 0.000000 0.000000
 0.015000 1.271414 0.292868 1.401790 1.242402 0.001568 0.000000 0.000000
 0.025000 1.271414 0.292868 1.401790 1.242402 0.001568 0.000000 0.000000
 0.035000 1.271414 0.292868 1.401790 1.242402 0.001568 0.000000 0.000000
 0.045000 1.271414 0.292868 1.401790 1.242402 0.001568 0.000000 0.000000
 0.055000 1.271396 0.292886 1.401762 1.242398 0.001568 0.000000 0.000000
 0.065000 1.271177 0.293100 1.401423 1.242355 0.001568 0.000000 0.000000
 0.075000 1.270262 0.293994 1.400013 1.242177 0.001569 0.000000 0.000000
 0.085000 1.268946 0.295281 1.397984 1.241920 0.001571 -0.000000 0.000000
 0.095000 1.269413 0.294814 1.398739 1.242027 0.001595 -0.000002 0.000001
 0.105000 1.241429 0.270923 1.367142 1.241681 0.009954 -0.000575 0.000151
 0.115000 1.165767 0.189297 1.248985 1.224720 0.007600 0.001361 0.001235
 0.125000 1.067984 0.078634 1.098811 1.200171 0.002148 0.001253 0.001104
 0.135000 1.013687 0.016060 1.019365 1.186525 0.000148 0.000132 0.000123
 0.145000 1.001087 0.001285 1.001524 1.183474 0.000001 0.000001 0.000001
 0.155000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
 0.165000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
 0.175000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
 0.185000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
 0.195000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
 0.205000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
 0.215000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
 0.225000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
 0.235000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
 0.245000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
 0.255000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
 0.265000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
 0.275000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
 0.285000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
 0.295000 1.000000 0.000000 1.000000 1.183216 0.000000 0.000000 0.000000
