0.421667 0.001452 -1.000000
0.421667 0.002178 -1.000000
0.421667 0.002904 -1.000000
0.421667 0.003630 -1.000000
0.421667 0.004356 -1.000000
0.421667 0.005082 -1.000000
0.421667 0.005808 -1.000000
0.421667 0.006534 -1.000000
0.421667 0.007260 -1.000000
0.421667 0.007986 -1.000000
0.421667 0.008711 -1.000000
0.421667 0.009437 -1.000000
0.421667 0.010163 -1.000000
0.421667 0.010889 -1.000000
0.421667 0.011615 -1.000000
0.421667 0.012341 -1.000000
0.421667 0.013067 -1.000000
0.421667 0.013793 -1.000000
0.421667 0.014519 -1.000000
0.421667 0.015245 -1.000000
0.421667 0.015971 -1.000000
0.421667 0.016697 -1.000000
0.421667 0.017423 -1.000000
0.421667 0.018149 -1.000000
0.421667 0.018875 -1.000000
0.421667 0.019601 -0.999999
0.421667 0.020327 -0.999997
0.421667 0.021053 -0.999988
0.421667 0.021779 -0.999962
0.421667 0.022505 -0.999900
0.421667 0.023231 -0.999763
0.421667 0.023957 -0.999493
0.421667 0.024682 -0.999006
0.421667 0.025408 -0.998191
0.421667 0.026134 -0.996913
0.421667 0.026860 -0.995023
0.421667 0.027586 -0.992368
0.421667 0.028312 -0.988803
0.421667 0.029038 -0.984203
0.421667 0.029764 -0.978473
0.421667 0.030490 -0.971555
0.421667 0.031216 -0.963426
0.421667 0.031942 -0.954097
0.421667 0.032668 -0.943613
0.421667 0.033394 -0.932040
0.421667 0.034120 -0.919465
0.421667 0.034846 -0.905986
0.421667 0.035572 -0.891706
0.421667 0.036298 -0.876731
0.421667 0.037024 -0.861167
0.421667 0.037750 -0.845113
0.421667 0.038476 -0.828662
0.421667 0.039202 -0.811902
0.421667 0.039928 -0.794911
0.421667 0.040654 -0.777760
0.421667 0.041379 -0.760512
0.421667 0.042105 -0.743222
0.421667 0.042831 -0.725939
0.421667 0.043557 -0.708705
0.421667 0.044283 -0.691557
0.421667 0.045009 -0.674526
0.421667 0.045735 -0.657639
0.421667 0.046461 -0.640918
0.421667 0.047187 -0.624382
0.421667 0.047913 -0.608046
0.421667 0.048639 -0.591923
0.421667 0.049365 -0.576024
0.421667 0.050091 -0.560357
0.421667 0.050817 -0.544927
0.421667 0.051543 -0.529740
0.421667 0.052269 -0.514799
0.421667 0.052995 -0.500106
0.421667 0.053721 -0.485662
0.421667 0.054447 -0.471468
0.421667 0.055173 -0.457522
0.421667 0.055899 -0.443825
0.421667 0.056625 -0.430373
0.421667 0.057350 -0.417166
0.421667 0.058076 -0.404200
0.421667 0.058802 -0.391474
0.421667 0.059528 -0.378983
0.421667 0.060254 -0.366724
0.421667 0.060980 -0.354695
0.421667 0.061706 -0.342891
0.421667 0.062432 -0.331309
0.421667 0.063158 -0.319946
0.421667 0.063884 -0.308797
0.421667 0.064610 -0.297859
0.421667 0.065336 -0.287128
0.421667 0.066062 -0.276601
0.421667 0.066788 -0.266273
0.421667 0.067514 -0.256141
0.421667 0.068240 -0.246201
0.421667 0.068966 -0.236450
0.421667 0.069692 -0.226884
0.421667 0.070418 -0.217500
0.421667 0.071144 -0.208294
0.421667 0.071870 -0.199263
0.421667 0.072596 -0.190403
0.421667 0.073321 -0.181712
0.421667 0.074047 -0.173186
0.421667 0.074773 -0.164822
0.421667 0.075499 -0.156617
0.421667 0.076225 -0.148568
0.421667 0.076951 -0.140672
0.421667 0.077677 -0.132927
0.421667 0.078403 -0.125330
0.421667 0.079129 -0.117878
0.421667 0.079855 -0.110569
0.421667 0.080581 -0.103400
0.421667 0.081307 -0.096369
0.421667 0.082033 -0.089473
0.421667 0.082759 -0.082710
0.421667 0.083485 -0.076079
0.421667 0.084211 -0.069576
0.421667 0.084937 -0.063200
0.421667 0.085663 -0.056948
0.421667 0.086389 -0.050820
0.421667 0.087115 -0.044812
0.421667 0.087841 -0.038924
0.421667 0.088567 -0.033152
0.421667 0.089293 -0.027496
0.421667 0.090018 -0.021954
0.421667 0.090744 -0.016525
0.421667 0.091470 -0.011206
0.421667 0.092196 -0.005996
0.421667 0.092922 -0.000893
0.421667 0.093648 0.004103
0.421667 0.094374 0.008995
0.421667 0.095100 0.013783
0.421667 0.095826 0.018469
0.421667 0.096552 0.023054
0.421667 0.097278 0.027540
0.421667 0.098004 0.031928
0.421667 0.098730 0.036219
0.421667 0.099456 0.040414
0.421667 0.100182 0.044514
0.421667 0.100908 0.048521
0.421667 0.101634 0.052435
0.421667 0.102360 0.056259
0.421667 0.103086 0.059992
0.421667 0.103812 0.063636
0.421667 0.104538 0.067192
0.421667 0.105264 0.070661
0.421667 0.105989 0.074044
0.421667 0.106715 0.077342
0.421667 0.107441 0.080556
0.421667 0.108167 0.083688
0.421667 0.108893 0.086738
0.421667 0.109619 0.089707
0.421667 0.110345 0.092596
0.421667 0.111071 0.095407
0.421667 0.111797 0.098140
0.421667 0.112523 0.100797
0.421667 0.113249 0.103378
0.421667 0.113975 0.105885
0.421667 0.114701 0.108318
0.421667 0.115427 0.110679
0.421667 0.116153 0.112969
0.421667 0.116879 0.115189
0.421667 0.117605 0.117340
0.421667 0.118331 0.119423
0.421667 0.119057 0.121440
0.421667 0.119783 0.123391
0.421667 0.120509 0.125278
0.421667 0.121235 0.127102
0.421667 0.121961 0.128864
0.421667 0.122686 0.130565
0.421667 0.123412 0.132207
0.421667 0.124138 0.133790
0.421667 0.124864 0.135317
0.421667 0.125590 0.136788
0.421667 0.126316 0.138205
0.421667 0.127042 0.139568
0.421667 0.127768 0.140880
0.421667 0.128494 0.142141
0.421667 0.129220 0.143353
0.421667 0.129946 0.144517
0.421667 0.130672 0.145634
0.421667 0.131398 0.146705
0.421667 0.132124 0.147733
0.421667 0.132850 0.148718
0.421667 0.133576 0.149662
0.421667 0.134302 0.150565
0.421667 0.135028 0.151429
0.421667 0.135754 0.152256
0.421667 0.136480 0.153046
0.421667 0.137206 0.153801
0.421667 0.137932 0.154522
0.421667 0.138657 0.155210
0.421667 0.139383 0.155866
0.421667 0.140109 0.156493
0.421667 0.140835 0.157090
0.421667 0.141561 0.157659
0.421667 0.142287 0.158200
0.421667 0.143013 0.158716
0.421667 0.143739 0.159208
0.421667 0.144465 0.159675
0.421667 0.145191 0.160119
0.421667 0.145917 0.160542
0.421667 0.146643 0.160944
0.421667 0.147369 0.161326
0.421667 0.148095 0.161689
0.421667 0.148821 0.162033
0.421667 0.149547 0.162361
0.421667 0.150273 0.162672
0.421667 0.150999 0.162967
0.421667 0.151725 0.163247
0.421667 0.152451 0.163514
0.421667 0.153177 0.163766
0.421667 0.153903 0.164006
0.421667 0.154629 0.164234
0.421667 0.155354 0.164451
0.421667 0.156080 0.164656
0.421667 0.156806 0.164851
0.421667 0.157532 0.165037
0.421667 0.158258 0.165213
0.421667 0.158984 0.165380
0.421667 0.159710 0.165540
0.421667 0.160436 0.165691
0.421667 0.161162 0.165835
0.421667 0.161888 0.165972
0.421667 0.162614 0.166103
0.421667 0.163340 0.166227
0.421667 0.164066 0.166346
0.421667 0.164792 0.166459
0.421667 0.165518 0.166567
0.421667 0.166244 0.166670
0.421667 0.166970 0.166768
0.421667 0.167696 0.166862
0.421667 0.168422 0.166952
0.421667 0.169148 0.167038
0.421667 0.169874 0.167121
0.421667 0.170600 0.167200
0.421667 0.171325 0.167276
0.421667 0.172051 0.167349
0.421667 0.172777 0.167419
0.421667 0.173503 0.167487
0.421667 0.174229 0.167552
0.421667 0.174955 0.167614
0.421667 0.175681 0.167675
0.421667 0.176407 0.167733
0.421667 0.177133 0.167789
0.421667 0.177859 0.167844
0.421667 0.178585 0.167896
0.421667 0.179311 0.167947
0.421667 0.180037 0.167997
0.421667 0.180763 0.168044
0.421667 0.181489 0.168091
0.421667 0.182215 0.168136
0.421667 0.182941 0.168180
0.421667 0.183667 0.168223
0.421667 0.184393 0.168264
0.421667 0.185119 0.168305
0.421667 0.185845 0.168344
0.421667 0.186571 0.168382
0.421667 0.187297 0.168420
0.421667 0.188022 0.168457
0.421667 0.188748 0.168492
0.421667 0.189474 0.168527
0.421667 0.190200 0.168561
0.421667 0.190926 0.168595
0.421667 0.191652 0.168628
0.421667 0.192378 0.168660
0.421667 0.193104 0.168691
0.421667 0.193830 0.168722
0.421667 0.194556 0.168752
0.421667 0.195282 0.168782
0.421667 0.196008 0.168811
0.421667 0.196734 0.168839
0.421667 0.197460 0.168867
0.421667 0.198186 0.168894
0.421667 0.198912 0.168921
0.421667 0.199638 0.168948
0.421667 0.200000 0.168974
